"epoch","validation_acc"
1,0.533109426498413
2,0.611635345220566
3,0.648631256818771
4,0.670425778627396
5,0.688418364524841
6,0.701776719093323
7,0.710378754138947
8,0.718092077970505
9,0.72279514670372
10,0.730048555135727
11,0.733819150924683
12,0.737195479869843
13,0.741767179965973
14,0.742868638038635
15,0.747493523359299
16,0.749527513980865
17,0.752640980482101
18,0.75344203710556
19,0.754340094327927
20,0.755291390419006
21,0.759259122610092
22,0.760398161411285
23,0.761565291881561
24,0.76462562084198
25,0.763032901287079
26,0.765029287338257
27,0.766268426179886
28,0.768211615085602
29,0.769823145866394
30,0.767163389921188
31,0.770846354961395
32,0.770517802238464
33,0.770524054765701
34,0.773105639219284
35,0.76941950917244
36,0.773866027593613
37,0.773064917325973
38,0.774075639247894
39,0.775396144390106
40,0.774013119935989
41,0.776350557804108
42,0.776926290988922
43,0.777251750230789
44,0.778231155872345
45,0.779914623498917
46,0.780521672964096
47,0.779989796876907
48,0.782834106683731
49,0.777858769893646
50,0.779730045795441
51,0.782768404483795
52,0.777595913410187
53,0.783062565326691
54,0.779382717609405
55,0.779902040958405
56,0.783622699975967
57,0.781329047679901
58,0.778575336933136
59,0.783647710084915
60,0.783181482553482
61,0.785265493392944
62,0.788516676425934
63,0.780531048774719
64,0.781623136997223
65,0.784821128845215
66,0.785941332578659
67,0.785115277767181
68,0.784088951349258
69,0.787096035480499
70,0.784548896551132
71,0.786251151561737
72,0.78673614859581
73,0.788066017627716
74,0.787787532806396
75,0.787756276130676
76,0.783344125747681
77,0.78654847741127
78,0.78306879401207
79,0.789214468002319
80,0.786363828182221
81,0.788660609722137
82,0.791420459747314
83,0.787756240367889
84,0.786038362979889
85,0.789705735445023
86,0.787696838378906
87,0.790087532997131
88,0.789161306619644
89,0.789176845550537
90,0.789862179756165
91,0.788676273822784
92,0.787596678733826
93,0.790622639656067
94,0.785156011581421
95,0.786404436826706
96,0.788701194524765
97,0.786586058139801
98,0.788244414329529
99,0.788936060667038
100,0.794108456373215
101,0.781992465257645
102,0.791217136383057
103,0.791354817152023
104,0.788939046859741
105,0.790785264968872
106,0.792906850576401
107,0.793294876813889
108,0.788037955760956
109,0.787865728139877
110,0.794518357515335
111,0.795391416549683
112,0.791686505079269
113,0.78996547460556
114,0.791630131006241
115,0.790797805786133
116,0.789389759302139
117,0.793626576662064
118,0.789239513874054
119,0.791896152496338
120,0.793532681465149
121,0.796533560752869
122,0.792762953042984
123,0.790844732522964
124,0.792378050088882
125,0.792909938097
126,0.791667664051056
127,0.789064306020737
128,0.793031996488571
129,0.792981946468353
130,0.793661051988602
131,0.785875618457794
132,0.790178215503693
133,0.791204559803009
134,0.793576496839523
135,0.79371412396431
136,0.7941053211689
137,0.79337312579155
138,0.790997952222824
139,0.796511656045914
140,0.791558128595352
141,0.795851427316666
142,0.795895183086395
143,0.795494663715363
144,0.794990819692612
145,0.795460242033005
146,0.792377984523773
147,0.79818884730339
148,0.790810346603394
149,0.796408402919769
150,0.793007004261017
151,0.793786156177521
152,0.792462480068207
153,0.792928773164749
154,0.793298006057739
155,0.79504092335701
156,0.793904978036881
157,0.795369547605514
158,0.792399919033051
159,0.795009648799896
160,0.795453947782516
161,0.79607664346695
162,0.796683776378632
163,0.799584478139877
164,0.794449502229691
165,0.796364569664001
166,0.793185311555862
167,0.792393702268601
168,0.79469678401947
169,0.795222383737564
170,0.794361883401871
171,0.793125861883163
172,0.795141035318375
173,0.789711958169937
174,0.79336998462677
175,0.796683752536774
176,0.797178113460541
177,0.795100396871567
178,0.798154443502426
179,0.795378863811493
180,0.795460212230682
181,0.795942157506943
182,0.798799014091492
183,0.794884437322617
184,0.795716774463654
185,0.800185239315033
186,0.797268843650818
187,0.792550075054169
188,0.800986284017563
189,0.798382878303528
190,0.794702959060669
191,0.796276921033859
192,0.797156238555908
193,0.794709229469299
194,0.796802634000778
195,0.797957295179367
196,0.798817831277847
197,0.800579530000687
198,0.796020424365997
199,0.793764251470566
200,0.798705148696899
201,0.796680653095245
202,0.79830773472786
203,0.799634552001953
204,0.8006671667099
205,0.797300189733505
206,0.799722146987915
207,0.798664480447769
208,0.795025312900543
209,0.800382393598557
210,0.799534386396408
211,0.797609907388687
212,0.796971648931503
213,0.795488399267197
214,0.798636299371719
215,0.800110149383545
216,0.798242050409317
217,0.795237976312637
218,0.79811372756958
219,0.798151302337647
220,0.793686020374298
221,0.798955506086349
222,0.798817813396454
223,0.800491881370544
224,0.798379731178284
225,0.798695683479309
226,0.801280450820923
227,0.798880404233932
228,0.797309559583664
229,0.802053320407867
230,0.798526829481125
231,0.797218853235245
232,0.797534829378128
233,0.794793659448624
234,0.801637154817581
235,0.792093288898468
236,0.798454838991165
237,0.796689963340759
238,0.795895206928253
239,0.796211236715317
240,0.795206731557846
241,0.797231370210648
242,0.800473171472549
243,0.795319402217865
244,0.796201860904694
245,0.799396693706512
246,0.801521390676498
247,0.798896068334579
248,0.797979176044464
249,0.800710898637772
250,0.796029704809189
251,0.800657773017883
252,0.79859876036644
253,0.795773160457611
254,0.797434735298157
255,0.798651933670044
256,0.799603235721588
257,0.799596989154816
258,0.798924160003662
259,0.797018539905548
260,0.798896050453186
261,0.802525860071182
262,0.800157111883163
263,0.79924014210701
264,0.798839718103409
265,0.802341204881668
266,0.801546400785446
267,0.797268879413605
268,0.799431031942368
269,0.798996186256409
270,0.799800324440002
271,0.800416791439056
272,0.800858014822006
273,0.801155298948288
274,0.795810699462891
275,0.803577154874802
276,0.799556243419647
277,0.802679139375687
278,0.800742244720459
279,0.796984136104584
280,0.79870513677597
281,0.797951006889343
282,0.795560324192047
283,0.800200873613358
284,0.801956349611282
285,0.80056072473526
286,0.79854553937912
287,0.800629580020905
288,0.800028759241104
289,0.800175875425339
290,0.799546873569489
291,0.801174026727676
292,0.800135177373886
293,0.799603247642517
294,0.800732797384262
295,0.802713549137115
296,0.799443644285202
297,0.802801257371902
298,0.79939671754837
299,0.79987855553627
300,0.80108950138092
301,0.801953184604645
302,0.799453020095825
303,0.803439551591873
304,0.796977961063385
305,0.799737805128098
306,0.797926062345505
307,0.801799869537353
308,0.802916997671127
309,0.802682334184647
310,0.800764125585556
311,0.798323374986649
312,0.803743058443069
313,0.8013711810112
314,0.800870478153229
315,0.801915609836578
316,0.805880278348923
317,0.803126668930054
318,0.79464036822319
319,0.796126770973206
320,0.801449418067932
321,0.800163382291794
322,0.798179399967194
323,0.799531280994415
324,0.802522724866867
325,0.796414643526077
326,0.798041820526123
327,0.801618385314941
328,0.802206707000732
329,0.801627784967422
330,0.805160588026047
331,0.799906772375107
332,0.803370702266693
333,0.797998028993607
334,0.805870914459229
335,0.800745284557343
336,0.800006896257401
337,0.800832962989807
338,0.80133672952652
339,0.799227714538574
340,0.799656409025192
341,0.799963092803955
342,0.799374735355377
343,0.799077528715134
344,0.80211598277092
345,0.803098452091217
346,0.79748477935791
347,0.799872297048569
348,0.800792336463928
349,0.800488752126694
350,0.800911194086075
351,0.803993463516235
352,0.80284189581871
353,0.803336322307587
354,0.802444458007812
355,0.799919247627258
356,0.801245999336243
357,0.79662116765976
358,0.802910697460175
359,0.800598287582397
360,0.800782912969589
361,0.80283562541008
362,0.799118226766586
363,0.801840561628342
364,0.797256392240524
365,0.800679612159729
366,0.802247321605682
367,0.806775230169296
368,0.801242899894714
369,0.802982705831528
370,0.802604073286057
371,0.797794526815414
372,0.801289856433868
373,0.800028729438782
374,0.804950892925262
375,0.802804309129715
376,0.797096830606461
377,0.80114272236824
378,0.804706817865372
379,0.803251850605011
380,0.798645740747452
381,0.801693493127823
382,0.799215245246887
383,0.797756916284561
384,0.801233512163162
385,0.796064078807831
386,0.793695425987244
387,0.801605892181396
388,0.800132048130035
389,0.80186248421669
390,0.80186555981636
391,0.800304108858109
392,0.801540130376816
393,0.801659035682678
394,0.798861527442932
395,0.798817825317383
