"epoch","validation_acc"
1,0.162055470049381
2,0.191297303140163
3,0.213936670124531
4,0.233841150999069
5,0.247033649682999
6,0.264857222139835
7,0.279908394813538
8,0.291445571184158
9,0.297825938463211
10,0.302391391992569
11,0.305642580986023
12,0.310004597902298
13,0.316100159287453
14,0.321241343021393
15,0.324126386642456
16,0.325665917992592
17,0.329527327418327
18,0.331902340054512
19,0.333595207333565
20,0.337293881177902
21,0.34082043170929
22,0.343270555138588
23,0.344766288995743
24,0.34971975684166
25,0.356222081184387
26,0.360771831870079
27,0.3642921179533
28,0.367383724451065
29,0.371204435825348
30,0.375100207328796
31,0.378867691755295
32,0.382998153567314
33,0.386965906620026
34,0.390439274907112
35,0.39318667948246
36,0.396469154953957
37,0.401000159978867
38,0.404404667019844
39,0.408363026380539
40,0.412521666288376
41,0.415522530674934
42,0.419133573770523
43,0.422963657975197
44,0.426189801096916
45,0.429146838188171
46,0.433380556106567
47,0.436587932705879
48,0.439394789934158
49,0.442298629879951
50,0.445787626504898
51,0.44907321035862
52,0.451776802539825
53,0.455581822991371
54,0.457312256097794
55,0.459621560573578
56,0.462656834721565
57,0.465075662732124
58,0.467569595575333
59,0.470761334896088
60,0.472666975855827
61,0.47571162879467
62,0.477808159589767
63,0.48143170773983
64,0.484110242128372
65,0.486284998059273
66,0.489620646834373
67,0.491732826828957
68,0.494101577997208
69,0.497211945056915
70,0.499524384737015
71,0.502130955457687
72,0.504346397519112
73,0.506843453645706
74,0.509027582406998
75,0.510855010151863
76,0.512942141294479
77,0.515692666172981
78,0.51725098490715
79,0.519647890329361
80,0.522026044130325
81,0.523646944761276
82,0.526028227806091
83,0.527780556678772
84,0.529629862308502
85,0.531300830841064
86,0.534279781579971
87,0.535121512413025
88,0.537499666213989
89,0.540121901035309
90,0.541041868925095
91,0.543823677301407
92,0.544806224107742
93,0.547243845462799
94,0.549315333366394
95,0.551098960638046
96,0.553292495012283
97,0.55515433549881
98,0.557967436313629
99,0.560520833730698
100,0.562329477071762
101,0.563815820217133
102,0.565981197357178
103,0.567739778757095
104,0.569723659753799
105,0.571438431739807
106,0.573478639125824
107,0.575287282466888
108,0.577180427312851
109,0.578938990831375
110,0.580462902784348
111,0.581977397203445
112,0.583992552757263
113,0.585826259851456
114,0.587425237894058
115,0.58892410993576
116,0.590160125494003
117,0.592172145843506
118,0.593771141767502
119,0.595304435491562
120,0.596728199720383
121,0.598205155134201
122,0.599566316604614
123,0.601321786642075
124,0.602911365032196
125,0.604072296619415
126,0.605330216884613
127,0.607066869735718
128,0.608162087202072
129,0.610077118873596
130,0.61194521188736
131,0.613037294149399
132,0.614880359172821
133,0.61579407453537
134,0.618438196182251
135,0.619655430316925
136,0.621564209461212
137,0.622546762228012
138,0.624186432361603
139,0.625510066747665
140,0.626924425363541
141,0.628345078229904
142,0.629621773958206
143,0.63142414689064
144,0.63214385509491
145,0.634046375751495
146,0.635304290056229
147,0.636474603414536
148,0.637582302093506
149,0.639012336730957
150,0.639932298660278
151,0.641396749019623
152,0.642607718706131
153,0.643690413236618
154,0.644381934404373
155,0.645902705192566
156,0.647176271677017
157,0.648468607664108
158,0.649698352813721
159,0.650931245088577
160,0.651788628101349
161,0.652987092733383
162,0.654110461473465
163,0.655725091695786
164,0.656063044071198
165,0.65784038901329
166,0.658741569519043
167,0.660090243816376
168,0.661223012208939
169,0.662703078985214
170,0.663910925388336
171,0.663810801506042
172,0.666192084550858
173,0.666057533025742
174,0.667812991142273
175,0.668132156133652
176,0.669712364673615
177,0.67082633972168
178,0.672272020578384
179,0.672753888368607
180,0.673830342292786
181,0.675444984436035
182,0.675288516283035
183,0.676612150669098
184,0.677622842788696
185,0.678445816040039
186,0.679838287830353
187,0.680517321825027
188,0.681768959760666
189,0.682426077127457
190,0.682904851436615
191,0.683852982521057
192,0.684710371494293
193,0.68617479801178
194,0.686362558603287
195,0.687248104810715
196,0.687858301401138
197,0.688809567689896
198,0.690101891756058
199,0.690302157402039
200,0.691387975215912
201,0.691882371902466
202,0.692260992527008
203,0.693252938985825
204,0.694501459598541
205,0.694855064153671
206,0.696150523424149
207,0.696425884962082
208,0.697568023204803
209,0.698522412776947
210,0.698434811830521
211,0.699185788631439
212,0.70033106803894
213,0.700853621959686
214,0.701488846540451
215,0.702774906158447
216,0.70269980430603
217,0.703920197486877
218,0.704730641841888
219,0.705616199970245
220,0.706504863500595
221,0.707406061887741
222,0.707637614011765
223,0.708432412147522
224,0.709042596817017
225,0.709756046533585
226,0.710291129350662
227,0.710801178216934
228,0.712350106239319
229,0.713132405281067
230,0.714218217134476
231,0.713701874017715
232,0.714703220129013
233,0.7149942278862
234,0.715416675806046
235,0.716615116596222
236,0.716940546035767
237,0.717582029104233
238,0.718189084529877
239,0.719068372249603
240,0.720266848802567
241,0.720019644498825
242,0.720986533164978
243,0.721775084733963
244,0.721944063901901
245,0.722044211626053
246,0.723893523216248
247,0.724071890115738
248,0.724719613790512
249,0.725189006328583
250,0.725833594799042
251,0.726224744319916
252,0.727069598436356
253,0.72774863243103
254,0.727905082702637
255,0.728975266218185
256,0.729200559854507
257,0.73025820851326
258,0.73075886964798
259,0.730840229988098
260,0.73226712346077
261,0.732420462369919
262,0.733719044923782
263,0.732708340883255
264,0.734498208761215
265,0.734573298692703
266,0.735709184408188
267,0.735493272542953
268,0.735461992025375
269,0.737226831912994
270,0.736597865819931
271,0.737977808713913
272,0.738384592533112
273,0.738747578859329
274,0.739245116710663
275,0.739683204889298
276,0.74012753367424
277,0.740449833869934
278,0.741876721382141
279,0.74176407456398
280,0.743009483814239
281,0.743278592824936
282,0.744054627418518
283,0.744045239686966
284,0.744552159309387
285,0.744962072372437
286,0.744808739423752
287,0.746129238605499
288,0.746410870552063
289,0.746648687124252
290,0.747753268480301
291,0.747352719306946
292,0.748222637176514
293,0.748022377490997
294,0.749161386489868
295,0.750131422281265
296,0.74989048242569
297,0.750653994083404
298,0.751098334789276
299,0.751558315753937
300,0.752634727954865
301,0.752015161514282
302,0.752609705924988
303,0.752575266361237
304,0.753376340866089
305,0.754333865642548
306,0.754324471950531
307,0.754937791824341
308,0.755522936582565
309,0.755594909191132
310,0.756427252292633
311,0.756561815738678
312,0.757553762197494
313,0.757109403610229
314,0.758091968297958
315,0.758195239305496
316,0.758936840295792
317,0.758276575803757
318,0.75964714884758
319,0.759378039836884
320,0.760548347234726
321,0.761164796352386
322,0.761083424091339
323,0.761721783876419
324,0.761483955383301
325,0.762682420015335
326,0.762544739246368
327,0.76329573392868
328,0.763201874494553
329,0.764087414741516
330,0.764447271823883
331,0.764775818586349
332,0.764819628000259
333,0.765367239713669
334,0.764819639921188
335,0.766305977106094
336,0.765877276659012
337,0.766772222518921
338,0.767244720458984
339,0.768039512634277
340,0.768249183893204
341,0.767901837825775
342,0.768727940320969
343,0.768752956390381
344,0.76964163184166
345,0.769657289981842
346,0.77043331861496
347,0.771293836832047
348,0.771124869585037
349,0.771494114398956
350,0.771591103076935
351,0.772442239522934
352,0.772808337211609
353,0.772216933965683
354,0.772614341974258
355,0.773287105560303
356,0.773650074005127
357,0.774648267030716
358,0.774207079410553
359,0.774754649400711
360,0.769848227500916
361,0.77548063993454
362,0.776325500011444
363,0.775283491611481
364,0.776575827598572
365,0.776144009828567
366,0.777802443504333
367,0.778637939691544
368,0.777705460786819
369,0.778578472137451
370,0.777683544158936
371,0.779063481092453
372,0.779298180341721
373,0.779839533567429
374,0.779692471027374
375,0.778944617509842
376,0.780549842119217
377,0.780593645572662
378,0.781257039308548
379,0.78178898692131
380,0.782283407449722
381,0.782227069139481
382,0.782217681407928
383,0.783619540929794
384,0.783666485548019
385,0.783588248491287
386,0.784336107969284
387,0.783879244327545
388,0.78371656537056
389,0.784580188989639
390,0.785540837049484
391,0.784952574968338
392,0.787321311235428
393,0.78614165186882
394,0.785697287321091
395,0.785809940099716
396,0.78695832490921
397,0.788075441122055
398,0.788394606113434
399,0.788338267803192
400,0.789242613315582
401,0.789014196395874
402,0.789058005809784
403,0.787236827611923
404,0.788701277971268
405,0.789571177959442
406,0.78951798081398
407,0.789408457279205
408,0.789039236307144
409,0.791007453203201
410,0.789840298891068
411,0.789599359035492
412,0.792650258541107
413,0.791345405578613
414,0.792944383621216
415,0.792913120985031
416,0.792913120985031
417,0.793454444408417
418,0.791886734962463
419,0.794346255064011
420,0.792947524785996
421,0.771012371778488
422,0.793000733852386
423,0.795463347434998
424,0.790779095888138
425,0.795253717899323
426,0.79565110206604
427,0.794878214597702
428,0.796314489841461
429,0.797187501192093
430,0.792684561014175
431,0.797866541147232
432,0.795920222997665
433,0.796858960390091
434,0.797957307100296
435,0.797447246313095
436,0.796305114030838
437,0.799061876535416
438,0.7976318359375
439,0.79809182882309
440,0.798608177900314
441,0.800541949272156
442,0.797027969360352
443,0.800225913524628
444,0.801324254274368
445,0.799365425109863
446,0.796517908573151
447,0.800504404306412
448,0.801928180456162
449,0.800451225042343
450,0.786626863479614
451,0.800657731294632
452,0.802488261461258
453,0.800595146417618
454,0.801105189323425
455,0.804043471813202
456,0.801521325111389
457,0.803927689790726
458,0.798661375045776
459,0.804184263944626
460,0.799719047546387
461,0.801430571079254
462,0.805154323577881
463,0.804800689220428
464,0.805805170536041
465,0.805486005544662
466,0.803699290752411
467,0.806155657768249
468,0.804015356302261
469,0.804268783330917
470,0.800779742002487
471,0.801023900508881
472,0.80881854891777
473,0.806208842992783
474,0.796836858987808
475,0.808774751424789
476,0.806794017553329
477,0.805989855527878
478,0.807710838317871
479,0.80971662402153
480,0.808117634057999
481,0.809506970643997
482,0.808774721622467
483,0.796843498945236
484,0.810317403078079
485,0.810323661565781
486,0.793038219213486
487,0.809826117753982
488,0.804450237751007
489,0.810436308383942
490,0.812711209058762
491,0.812075978517532
492,0.811747449636459
493,0.808793544769287
494,0.812952172756195
495,0.811231136322021
496,0.813512283563614
497,0.813362056016922
498,0.811184167861938
499,0.811659812927246
500,0.812905186414719
501,0.815155076980591
